GEOID,year,name,parent-location,population,poverty-rate,pct-renter-occupied,median-gross-rent,median-household-income,median-property-value,rent-burden,pct-white,pct-af-am,pct-hispanic,pct-am-ind,pct-asian,pct-nh-pi,pct-multiple,pct-other,renter-occupied-households,eviction-filings,evictions,eviction-rate,eviction-filing-rate,imputed,subbed
5300100,2000,Aberdeen,Washington,16461.0,22.21,41.58,492.0,30683.0,82100.0,29.4,82.19,0.38,9.22,3.35,2.01,0.13,2.62,0.1,2709.0,,,,,0,0
5300100,2001,Aberdeen,Washington,16461.0,22.21,41.58,492.0,30683.0,82100.0,29.4,82.19,0.38,9.22,3.35,2.01,0.13,2.62,0.1,2726.0,91.0,48.0,1.77,3.35,0,0
5300100,2002,Aberdeen,Washington,16461.0,22.21,41.58,492.0,30683.0,82100.0,29.4,82.19,0.38,9.22,3.35,2.01,0.13,2.62,0.1,2743.0,78.0,44.0,1.6,2.83,0,0
5300100,2003,Aberdeen,Washington,16461.0,22.21,41.58,492.0,30683.0,82100.0,29.4,82.19,0.38,9.22,3.35,2.01,0.13,2.62,0.1,2764.0,92.0,45.0,1.63,3.32,0,0
5300100,2004,Aberdeen,Washington,16461.0,22.21,41.58,492.0,30683.0,82100.0,29.4,82.19,0.38,9.22,3.35,2.01,0.13,2.62,0.1,2781.0,90.0,25.0,0.91,3.22,0,0
5300100,2005,Aberdeen,Washington,16112.0,15.51,47.49,656.0,38068.0,128900.0,27.9,77.43,0.09,15.04,3.14,0.63,0.24,3.2,0.22,2803.0,103.0,34.0,1.23,3.66,0,0
5300100,2006,Aberdeen,Washington,16112.0,15.51,47.49,656.0,38068.0,128900.0,27.9,77.43,0.09,15.04,3.14,0.63,0.24,3.2,0.22,2816.0,85.0,32.0,1.15,3.02,0,0
5300100,2007,Aberdeen,Washington,16112.0,15.51,47.49,656.0,38068.0,128900.0,27.9,77.43,0.09,15.04,3.14,0.63,0.24,3.2,0.22,2836.0,72.0,48.0,1.69,2.55,0,0
5300100,2008,Aberdeen,Washington,16112.0,15.51,47.49,656.0,38068.0,128900.0,27.9,77.43,0.09,15.04,3.14,0.63,0.24,3.2,0.22,2855.0,62.0,45.0,1.58,2.18,0,0
5300100,2009,Aberdeen,Washington,16112.0,15.51,47.49,656.0,38068.0,128900.0,27.9,77.43,0.09,15.04,3.14,0.63,0.24,3.2,0.22,2874.0,48.0,21.0,0.74,1.67,0,0
5300100,2010,Aberdeen,Washington,16896.0,15.6,44.9,703.0,39872.0,119700.0,29.6,74.63,0.7,15.85,3.05,1.79,0.27,3.6,0.11,2892.0,62.0,52.0,1.79,2.13,0,0
5300100,2011,Aberdeen,Washington,16429.0,16.59,47.3,694.0,40958.0,121000.0,27.8,71.61,0.79,18.81,3.49,1.29,0.86,3.16,0.0,2892.0,50.0,35.0,1.22,1.73,0,0
5300100,2012,Aberdeen,Washington,16429.0,16.59,47.3,694.0,40958.0,121000.0,27.8,71.61,0.79,18.81,3.49,1.29,0.86,3.16,0.0,2887.0,54.0,49.0,1.71,1.88,0,0
5300100,2013,Aberdeen,Washington,16429.0,16.59,47.3,694.0,40958.0,121000.0,27.8,71.61,0.79,18.81,3.49,1.29,0.86,3.16,0.0,2892.0,70.0,61.0,2.12,2.43,0,0
5300100,2014,Aberdeen,Washington,16429.0,16.59,47.3,694.0,40958.0,121000.0,27.8,71.61,0.79,18.81,3.49,1.29,0.86,3.16,0.0,2884.0,61.0,37.0,1.28,2.11,0,0
5300100,2015,Aberdeen,Washington,16429.0,16.59,47.3,694.0,40958.0,121000.0,27.8,71.61,0.79,18.81,3.49,1.29,0.86,3.16,0.0,2885.0,86.0,45.0,1.57,2.99,0,0
5300100,2016,Aberdeen,Washington,16429.0,16.59,47.3,694.0,40958.0,121000.0,27.8,71.61,0.79,18.81,3.49,1.29,0.86,3.16,0.0,2879.0,107.0,83.0,2.87,3.71,0,0
5300135,2000,Aberdeen Gardens,Washington,227.0,7.52,26.14,491.0,38403.0,100000.0,21.3,96.48,0.0,1.76,1.32,0.0,0.0,0.44,0.0,24.0,,,,,0,0
5300135,2001,Aberdeen Gardens,Washington,227.0,7.52,26.14,491.0,38403.0,100000.0,21.3,96.48,0.0,1.76,1.32,0.0,0.0,0.44,0.0,18.0,1.0,1.0,3.26,3.26,0,0
5300135,2002,Aberdeen Gardens,Washington,227.0,7.52,26.14,491.0,38403.0,100000.0,21.3,96.48,0.0,1.76,1.32,0.0,0.0,0.44,0.0,18.0,1.0,0.0,0.0,1.09,0,0
5300135,2003,Aberdeen Gardens,Washington,227.0,7.52,26.14,491.0,38403.0,100000.0,21.3,96.48,0.0,1.76,1.32,0.0,0.0,0.44,0.0,18.0,0.0,0.0,0.0,0.0,0,0
5300135,2004,Aberdeen Gardens,Washington,227.0,7.52,26.14,491.0,38403.0,100000.0,21.3,96.48,0.0,1.76,1.32,0.0,0.0,0.44,0.0,18.0,1.0,1.0,1.09,7.61,0,0
5300135,2005,Aberdeen Gardens,Washington,154.0,0.0,51.16,786.0,46346.0,191700.0,33.1,97.4,0.0,0.0,0.0,2.6,0.0,0.0,0.0,18.0,1.0,0.0,0.0,2.17,0,0
5300135,2006,Aberdeen Gardens,Washington,154.0,0.0,51.16,786.0,46346.0,191700.0,33.1,97.4,0.0,0.0,0.0,2.6,0.0,0.0,0.0,18.0,1.0,0.0,0.0,1.1,0,0
5300135,2007,Aberdeen Gardens,Washington,154.0,0.0,51.16,786.0,46346.0,191700.0,33.1,97.4,0.0,0.0,0.0,2.6,0.0,0.0,0.0,18.0,1.0,1.0,1.1,1.1,0,0
5300135,2008,Aberdeen Gardens,Washington,154.0,0.0,51.16,786.0,46346.0,191700.0,33.1,97.4,0.0,0.0,0.0,2.6,0.0,0.0,0.0,18.0,1.0,1.0,1.1,2.2,0,0
5300135,2009,Aberdeen Gardens,Washington,154.0,0.0,51.16,786.0,46346.0,191700.0,33.1,97.4,0.0,0.0,0.0,2.6,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0,0
5300135,2010,Aberdeen Gardens,Washington,279.0,0.0,23.68,725.0,52667.0,183600.0,23.3,89.61,0.0,5.02,0.72,2.15,0.0,2.51,0.0,18.0,1.0,1.0,1.1,1.1,0,0
5300135,2011,Aberdeen Gardens,Washington,261.0,0.0,24.32,1056.0,55966.0,165300.0,26.1,77.39,0.0,12.26,0.0,1.15,0.0,9.2,0.0,18.0,0.0,0.0,0.0,0.0,0,0
5300135,2012,Aberdeen Gardens,Washington,261.0,0.0,24.32,1056.0,55966.0,165300.0,26.1,77.39,0.0,12.26,0.0,1.15,0.0,9.2,0.0,18.0,0.0,0.0,0.0,0.0,0,0
5300135,2013,Aberdeen Gardens,Washington,261.0,0.0,24.32,1056.0,55966.0,165300.0,26.1,77.39,0.0,12.26,0.0,1.15,0.0,9.2,0.0,18.0,0.0,0.0,0.0,0.0,0,0
5300135,2014,Aberdeen Gardens,Washington,261.0,0.0,24.32,1056.0,55966.0,165300.0,26.1,77.39,0.0,12.26,0.0,1.15,0.0,9.2,0.0,19.0,1.0,0.0,0.0,2.13,0,0
5300135,2015,Aberdeen Gardens,Washington,261.0,0.0,24.32,1056.0,55966.0,165300.0,26.1,77.39,0.0,12.26,0.0,1.15,0.0,9.2,0.0,19.0,0.0,0.0,0.0,0.0,0,0
5300135,2016,Aberdeen Gardens,Washington,261.0,0.0,24.32,1056.0,55966.0,165300.0,26.1,77.39,0.0,12.26,0.0,1.15,0.0,9.2,0.0,19.0,1.0,1.0,1.05,1.05,0,0
5300275,2000,Acme,Washington,263.0,13.17,21.95,546.0,41964.0,85700.0,22.7,92.02,0.0,4.94,0.0,0.0,0.0,3.04,0.0,18.0,,,,,0,0
5300275,2001,Acme,Washington,263.0,13.17,21.95,546.0,41964.0,85700.0,22.7,92.02,0.0,4.94,0.0,0.0,0.0,3.04,0.0,19.0,1.0,1.0,0.76,2.29,0,0
5300275,2002,Acme,Washington,263.0,13.17,21.95,546.0,41964.0,85700.0,22.7,92.02,0.0,4.94,0.0,0.0,0.0,3.04,0.0,19.0,0.0,0.0,0.0,0.0,0,0
5300275,2003,Acme,Washington,263.0,13.17,21.95,546.0,41964.0,85700.0,22.7,92.02,0.0,4.94,0.0,0.0,0.0,3.04,0.0,18.0,,,,,0,0
5300275,2004,Acme,Washington,263.0,13.17,21.95,546.0,41964.0,85700.0,22.7,92.02,0.0,4.94,0.0,0.0,0.0,3.04,0.0,18.0,,,,,0,0
5300275,2005,Acme,Washington,176.0,0.0,0.0,,34931.0,258300.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,,,,,0,0
5300275,2006,Acme,Washington,176.0,0.0,0.0,,34931.0,258300.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,,,,0,0
5300275,2007,Acme,Washington,176.0,0.0,0.0,,34931.0,258300.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,,,,0,0
5300275,2008,Acme,Washington,176.0,0.0,0.0,,34931.0,258300.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,,,,0,0
5300275,2009,Acme,Washington,176.0,0.0,0.0,,34931.0,258300.0,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,,,,,0,0
5300275,2010,Acme,Washington,246.0,0.0,17.89,,105327.0,413100.0,,90.65,0.41,2.85,1.22,0.0,0.0,4.88,0.0,17.0,,,,,0,0
5300275,2011,Acme,Washington,156.0,100.0,100.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,,,,0,0
5300275,2012,Acme,Washington,156.0,100.0,100.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,,,,,0,0
5300275,2013,Acme,Washington,156.0,100.0,100.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,,,,,0,0
5300275,2014,Acme,Washington,156.0,100.0,100.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,,,,,0,0
5300275,2015,Acme,Washington,156.0,100.0,100.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,1.0,0.49,0.49,0,0
5300275,2016,Acme,Washington,156.0,100.0,100.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,1.0,0.95,1.43,0,0
5300380,2010,Addy,Washington,268.0,57.69,46.39,715.0,14167.0,,50.0,82.84,0.37,2.99,4.85,0.0,0.0,8.96,0.0,25.0,1.0,1.0,1.22,1.22,0,0
5300380,2011,Addy,Washington,139.0,100.0,48.21,,9167.0,,,57.55,0.0,0.0,42.45,0.0,0.0,0.0,0.0,25.0,1.0,1.0,0.02,0.02,0,0
5300380,2012,Addy,Washington,139.0,100.0,48.21,,9167.0,,,57.55,0.0,0.0,42.45,0.0,0.0,0.0,0.0,26.0,1.0,1.0,1.22,1.22,0,0
5300380,2013,Addy,Washington,139.0,100.0,48.21,,9167.0,,,57.55,0.0,0.0,42.45,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0,0
5300380,2014,Addy,Washington,139.0,100.0,48.21,,9167.0,,,57.55,0.0,0.0,42.45,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0,0
5300380,2015,Addy,Washington,139.0,100.0,48.21,,9167.0,,,57.55,0.0,0.0,42.45,0.0,0.0,0.0,0.0,27.0,1.0,1.0,0.03,0.03,0,0
5300380,2016,Addy,Washington,139.0,100.0,48.21,,9167.0,,,57.55,0.0,0.0,42.45,0.0,0.0,0.0,0.0,27.0,1.0,1.0,1.14,1.14,0,0
5300800,2000,Ahtanum,Washington,4181.0,6.12,16.97,578.0,48352.0,141000.0,25.2,87.35,0.72,8.75,1.0,0.45,0.0,1.65,0.07,186.0,0.0,0.0,0.0,0.0,0,0
5300800,2001,Ahtanum,Washington,4181.0,6.12,16.97,578.0,48352.0,141000.0,25.2,87.35,0.72,8.75,1.0,0.45,0.0,1.65,0.07,190.0,0.0,0.0,0.0,0.0,0,0
5300800,2002,Ahtanum,Washington,4181.0,6.12,16.97,578.0,48352.0,141000.0,25.2,87.35,0.72,8.75,1.0,0.45,0.0,1.65,0.07,193.0,4.0,2.0,1.01,2.16,0,0
5300800,2003,Ahtanum,Washington,4181.0,6.12,16.97,578.0,48352.0,141000.0,25.2,87.35,0.72,8.75,1.0,0.45,0.0,1.65,0.07,211.0,,,,,0,0
5300800,2004,Ahtanum,Washington,4181.0,6.12,16.97,578.0,48352.0,141000.0,25.2,87.35,0.72,8.75,1.0,0.45,0.0,1.65,0.07,215.0,,,,,0,0
5300800,2005,Ahtanum,Washington,3777.0,10.62,19.49,751.0,52731.0,165700.0,30.1,91.53,0.0,2.7,1.24,2.65,0.0,1.88,0.0,218.0,,,,,0,0
5300800,2006,Ahtanum,Washington,3777.0,10.62,19.49,751.0,52731.0,165700.0,30.1,91.53,0.0,2.7,1.24,2.65,0.0,1.88,0.0,222.0,,,,,0,0
5300800,2007,Ahtanum,Washington,3777.0,10.62,19.49,751.0,52731.0,165700.0,30.1,91.53,0.0,2.7,1.24,2.65,0.0,1.88,0.0,225.0,,,,,0,0
5300800,2008,Ahtanum,Washington,3777.0,10.62,19.49,751.0,52731.0,165700.0,30.1,91.53,0.0,2.7,1.24,2.65,0.0,1.88,0.0,229.0,,,,,0,0
5300800,2009,Ahtanum,Washington,3777.0,10.62,19.49,751.0,52731.0,165700.0,30.1,91.53,0.0,2.7,1.24,2.65,0.0,1.88,0.0,220.0,1.0,1.0,0.58,0.58,0,0
5300800,2010,Ahtanum,Washington,3601.0,7.1,17.73,694.0,45791.0,148200.0,19.1,81.78,0.19,14.05,0.97,0.61,0.08,2.19,0.11,225.0,4.0,2.0,0.7,1.83,0,0
5300800,2011,Ahtanum,Washington,3359.0,9.5,29.42,826.0,50197.0,169300.0,24.9,69.04,1.58,25.9,1.04,1.99,0.0,0.45,0.0,229.0,5.0,0.0,0.0,2.24,0,0
5300800,2012,Ahtanum,Washington,3359.0,9.5,29.42,826.0,50197.0,169300.0,24.9,69.04,1.58,25.9,1.04,1.99,0.0,0.45,0.0,233.0,1.0,0.0,0.0,0.27,0,0
5300800,2013,Ahtanum,Washington,3359.0,9.5,29.42,826.0,50197.0,169300.0,24.9,69.04,1.58,25.9,1.04,1.99,0.0,0.45,0.0,237.0,5.0,5.0,2.02,2.02,0,0
5300800,2014,Ahtanum,Washington,3359.0,9.5,29.42,826.0,50197.0,169300.0,24.9,69.04,1.58,25.9,1.04,1.99,0.0,0.45,0.0,240.0,3.0,0.0,0.0,1.34,0,0
5300800,2015,Ahtanum,Washington,3359.0,9.5,29.42,826.0,50197.0,169300.0,24.9,69.04,1.58,25.9,1.04,1.99,0.0,0.45,0.0,244.0,4.0,0.0,0.0,1.71,0,0
5300800,2016,Ahtanum,Washington,3359.0,9.5,29.42,826.0,50197.0,169300.0,24.9,69.04,1.58,25.9,1.04,1.99,0.0,0.45,0.0,247.0,4.0,1.0,0.39,1.56,0,0
5300905,2000,Airway Heights,Washington,4500.0,22.02,44.05,539.0,29829.0,93900.0,26.8,71.56,10.24,9.93,3.09,1.84,0.38,2.73,0.22,426.0,,,,,0,0
5300905,2001,Airway Heights,Washington,4500.0,22.02,44.05,539.0,29829.0,93900.0,26.8,71.56,10.24,9.93,3.09,1.84,0.38,2.73,0.22,455.0,,,,,0,0
5300905,2002,Airway Heights,Washington,4500.0,22.02,44.05,539.0,29829.0,93900.0,26.8,71.56,10.24,9.93,3.09,1.84,0.38,2.73,0.22,484.0,,,,,0,0
5300905,2003,Airway Heights,Washington,4500.0,22.02,44.05,539.0,29829.0,93900.0,26.8,71.56,10.24,9.93,3.09,1.84,0.38,2.73,0.22,513.0,,,,,0,0
5300905,2004,Airway Heights,Washington,4500.0,22.02,44.05,539.0,29829.0,93900.0,26.8,71.56,10.24,9.93,3.09,1.84,0.38,2.73,0.22,539.0,4.0,3.0,0.53,0.7,0,0
5300905,2005,Airway Heights,Washington,5075.0,23.19,53.48,683.0,40649.0,129000.0,38.5,64.45,10.76,11.23,2.7,6.19,0.65,4.02,0.0,567.0,14.0,3.0,0.5,2.49,0,0
5300905,2006,Airway Heights,Washington,5075.0,23.19,53.48,683.0,40649.0,129000.0,38.5,64.45,10.76,11.23,2.7,6.19,0.65,4.02,0.0,594.0,9.0,6.0,0.98,1.46,0,0
5300905,2007,Airway Heights,Washington,5075.0,23.19,53.48,683.0,40649.0,129000.0,38.5,64.45,10.76,11.23,2.7,6.19,0.65,4.02,0.0,622.0,7.0,7.0,1.07,1.07,0,0
5300905,2008,Airway Heights,Washington,5075.0,23.19,53.48,683.0,40649.0,129000.0,38.5,64.45,10.76,11.23,2.7,6.19,0.65,4.02,0.0,659.0,,,,,0,0
5300905,2009,Airway Heights,Washington,5075.0,23.19,53.48,683.0,40649.0,129000.0,38.5,64.45,10.76,11.23,2.7,6.19,0.65,4.02,0.0,688.0,,,,,0,0
5300905,2010,Airway Heights,Washington,6114.0,32.82,46.35,707.0,35857.0,147900.0,35.0,72.87,7.08,8.29,3.52,3.43,0.9,3.71,0.2,717.0,,,,,0,0
5300905,2011,Airway Heights,Washington,6449.0,18.51,47.93,785.0,36351.0,148000.0,34.0,63.3,7.04,14.2,3.92,3.63,0.0,7.8,0.11,750.0,,,,,0,0
5300905,2012,Airway Heights,Washington,6449.0,18.51,47.93,785.0,36351.0,148000.0,34.0,63.3,7.04,14.2,3.92,3.63,0.0,7.8,0.11,783.0,,,,,0,0
5300905,2013,Airway Heights,Washington,6449.0,18.51,47.93,785.0,36351.0,148000.0,34.0,63.3,7.04,14.2,3.92,3.63,0.0,7.8,0.11,816.0,,,,,0,0
5300905,2014,Airway Heights,Washington,6449.0,18.51,47.93,785.0,36351.0,148000.0,34.0,63.3,7.04,14.2,3.92,3.63,0.0,7.8,0.11,845.0,15.0,2.0,0.22,1.83,0,0
5300905,2015,Airway Heights,Washington,6449.0,18.51,47.93,785.0,36351.0,148000.0,34.0,63.3,7.04,14.2,3.92,3.63,0.0,7.8,0.11,879.0,14.0,7.0,0.76,1.65,0,0
5300905,2016,Airway Heights,Washington,6449.0,18.51,47.93,785.0,36351.0,148000.0,34.0,63.3,7.04,14.2,3.92,3.63,0.0,7.8,0.11,914.0,15.0,11.0,1.24,1.66,0,0
5301010,2000,Albion,Washington,616.0,15.83,33.21,478.0,40179.0,95700.0,26.0,92.37,0.16,3.25,0.49,0.65,1.46,1.3,0.32,77.0,1.0,1.0,0.88,0.88,0,0
5301010,2001,Albion,Washington,616.0,15.83,33.21,478.0,40179.0,95700.0,26.0,92.37,0.16,3.25,0.49,0.65,1.46,1.3,0.32,77.0,0.0,0.0,0.0,0.0,0,0
5301010,2002,Albion,Washington,616.0,15.83,33.21,478.0,40179.0,95700.0,26.0,92.37,0.16,3.25,0.49,0.65,1.46,1.3,0.32,77.0,2.0,1.0,0.89,2.68,0,0
5301010,2003,Albion,Washington,616.0,15.83,33.21,478.0,40179.0,95700.0,26.0,92.37,0.16,3.25,0.49,0.65,1.46,1.3,0.32,76.0,1.0,1.0,0.9,0.9,0,0
5301010,2004,Albion,Washington,616.0,15.83,33.21,478.0,40179.0,95700.0,26.0,92.37,0.16,3.25,0.49,0.65,1.46,1.3,0.32,75.0,1.0,1.0,1.82,1.82,0,0
5301010,2005,Albion,Washington,499.0,7.91,30.69,708.0,49417.0,130900.0,17.5,88.38,2.0,9.02,0.0,0.0,0.0,0.6,0.0,75.0,0.0,0.0,0.0,0.0,0,0
5301010,2006,Albion,Washington,499.0,7.91,30.69,708.0,49417.0,130900.0,17.5,88.38,2.0,9.02,0.0,0.0,0.0,0.6,0.0,75.0,0.0,0.0,0.0,0.0,0,0
5301010,2007,Albion,Washington,499.0,7.91,30.69,708.0,49417.0,130900.0,17.5,88.38,2.0,9.02,0.0,0.0,0.0,0.6,0.0,89.0,,,,,0,0
5301010,2008,Albion,Washington,499.0,7.91,30.69,708.0,49417.0,130900.0,17.5,88.38,2.0,9.02,0.0,0.0,0.0,0.6,0.0,89.0,,,,,0,0
5301010,2009,Albion,Washington,499.0,7.91,30.69,708.0,49417.0,130900.0,17.5,88.38,2.0,9.02,0.0,0.0,0.0,0.6,0.0,88.0,,,,,0,0
5301010,2010,Albion,Washington,579.0,2.99,32.47,728.0,50227.0,119200.0,17.8,89.81,0.69,3.11,0.52,1.04,0.0,4.66,0.17,88.0,,,,,0,0
5301010,2011,Albion,Washington,585.0,9.3,32.42,659.0,37875.0,87600.0,34.4,91.45,0.0,0.51,3.42,0.0,0.0,3.76,0.85,87.0,,,,,0,0
5301010,2012,Albion,Washington,585.0,9.3,32.42,659.0,37875.0,87600.0,34.4,91.45,0.0,0.51,3.42,0.0,0.0,3.76,0.85,86.0,,,,,0,0
5301010,2013,Albion,Washington,585.0,9.3,32.42,659.0,37875.0,87600.0,34.4,91.45,0.0,0.51,3.42,0.0,0.0,3.76,0.85,85.0,,,,,0,0
5301010,2014,Albion,Washington,585.0,9.3,32.42,659.0,37875.0,87600.0,34.4,91.45,0.0,0.51,3.42,0.0,0.0,3.76,0.85,84.0,,,,,0,0
5301010,2015,Albion,Washington,585.0,9.3,32.42,659.0,37875.0,87600.0,34.4,91.45,0.0,0.51,3.42,0.0,0.0,3.76,0.85,83.0,,,,,0,0
5301010,2016,Albion,Washington,585.0,9.3,32.42,659.0,37875.0,87600.0,34.4,91.45,0.0,0.51,3.42,0.0,0.0,3.76,0.85,82.0,2.0,1.0,1.67,2.5,0,0
5301045,2010,Alder,Washington,227.0,28.81,22.09,850.0,41471.0,278600.0,10.0,92.07,0.88,3.52,0.88,0.44,0.0,2.2,0.0,31.0,1.0,1.0,1.07,2.65,0,0
5301045,2011,Alder,Washington,64.0,0.0,0.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,1.0,0.07,1.57,0,0
5301045,2012,Alder,Washington,64.0,0.0,0.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,1.0,0.93,2.75,0,0
5301045,2013,Alder,Washington,64.0,0.0,0.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,1.0,0.5,1.87,0,0
5301045,2014,Alder,Washington,64.0,0.0,0.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,1.0,0.49,1.05,0,0
5301045,2015,Alder,Washington,64.0,0.0,0.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,1.0,0.1,1.42,0,0
5301045,2016,Alder,Washington,64.0,0.0,0.0,,,,,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,1.0,0.79,0.83,0,0
5301150,2010,Alderton,Washington,2893.0,4.79,16.97,1057.0,63936.0,257000.0,29.2,85.69,0.66,7.19,0.9,2.14,0.52,2.45,0.45,189.0,8.0,1.0,0.51,4.39,0,0
5301150,2011,Alderton,Washington,3314.0,10.15,18.51,1023.0,66223.0,228300.0,30.8,85.43,0.15,11.65,0.03,1.69,0.0,1.06,0.0,192.0,6.0,0.0,0.0,3.28,0,0
5301150,2012,Alderton,Washington,3314.0,10.15,18.51,1023.0,66223.0,228300.0,30.8,85.43,0.15,11.65,0.03,1.69,0.0,1.06,0.0,196.0,8.0,3.0,1.5,3.92,0,0
5301150,2013,Alderton,Washington,3314.0,10.15,18.51,1023.0,66223.0,228300.0,30.8,85.43,0.15,11.65,0.03,1.69,0.0,1.06,0.0,200.0,10.0,5.0,2.69,4.82,0,0
5301150,2014,Alderton,Washington,3314.0,10.15,18.51,1023.0,66223.0,228300.0,30.8,85.43,0.15,11.65,0.03,1.69,0.0,1.06,0.0,203.0,6.0,5.0,2.56,3.05,0,0
5301150,2015,Alderton,Washington,3314.0,10.15,18.51,1023.0,66223.0,228300.0,30.8,85.43,0.15,11.65,0.03,1.69,0.0,1.06,0.0,206.0,6.0,1.0,0.38,2.69,0,0
5301150,2016,Alderton,Washington,3314.0,10.15,18.51,1023.0,66223.0,228300.0,30.8,85.43,0.15,11.65,0.03,1.69,0.0,1.06,0.0,210.0,3.0,2.0,0.75,1.23,0,0
5301185,2000,Alderwood Manor,Washington,15329.0,3.55,19.95,868.0,61199.0,196300.0,27.0,80.46,1.57,3.97,0.8,9.67,0.46,3.03,0.04,830.0,10.0,8.0,0.98,1.25,0,0
5301185,2001,Alderwood Manor,Washington,15329.0,3.55,19.95,868.0,61199.0,196300.0,27.0,80.46,1.57,3.97,0.8,9.67,0.46,3.03,0.04,849.0,13.0,7.0,0.77,1.5,0,0
5301185,2002,Alderwood Manor,Washington,15329.0,3.55,19.95,868.0,61199.0,196300.0,27.0,80.46,1.57,3.97,0.8,9.67,0.46,3.03,0.04,868.0,13.0,7.0,0.76,1.44,0,0
5301185,2003,Alderwood Manor,Washington,15329.0,3.55,19.95,868.0,61199.0,196300.0,27.0,80.46,1.57,3.97,0.8,9.67,0.46,3.03,0.04,888.0,11.0,11.0,1.21,1.27,0,0
5301185,2004,Alderwood Manor,Washington,15329.0,3.55,19.95,868.0,61199.0,196300.0,27.0,80.46,1.57,3.97,0.8,9.67,0.46,3.03,0.04,906.0,13.0,11.0,1.17,1.45,0,0
5301185,2005,Alderwood Manor,Washington,16243.0,4.62,19.15,1154.0,74936.0,352500.0,26.7,75.52,2.35,5.18,0.94,11.75,0.36,3.79,0.11,927.0,20.0,20.0,2.15,2.15,0,0
5301185,2006,Alderwood Manor,Washington,16243.0,4.62,19.15,1154.0,74936.0,352500.0,26.7,75.52,2.35,5.18,0.94,11.75,0.36,3.79,0.11,943.0,6.0,6.0,0.62,0.62,0,0
5301185,2007,Alderwood Manor,Washington,16243.0,4.62,19.15,1154.0,74936.0,352500.0,26.7,75.52,2.35,5.18,0.94,11.75,0.36,3.79,0.11,961.0,11.0,9.0,0.96,1.17,0,0
5301185,2008,Alderwood Manor,Washington,16243.0,4.62,19.15,1154.0,74936.0,352500.0,26.7,75.52,2.35,5.18,0.94,11.75,0.36,3.79,0.11,982.0,25.0,16.0,1.68,2.52,0,0
5301185,2009,Alderwood Manor,Washington,16243.0,4.62,19.15,1154.0,74936.0,352500.0,26.7,75.52,2.35,5.18,0.94,11.75,0.36,3.79,0.11,1001.0,14.0,11.0,1.08,1.38,0,0
5301185,2010,Alderwood Manor,Washington,8442.0,5.52,31.76,1187.0,73801.0,332000.0,31.4,65.66,4.05,6.81,0.68,17.47,0.71,4.47,0.15,1019.0,22.0,16.0,1.54,2.13,0,0
5301185,2011,Alderwood Manor,Washington,9337.0,7.41,33.25,1307.0,67222.0,295400.0,28.7,62.76,5.78,6.34,0.52,15.98,0.72,7.89,0.0,1042.0,15.0,9.0,0.91,1.45,0,0
5301185,2012,Alderwood Manor,Washington,9337.0,7.41,33.25,1307.0,67222.0,295400.0,28.7,62.76,5.78,6.34,0.52,15.98,0.72,7.89,0.0,1061.0,8.0,7.0,0.64,0.74,0,0
5301185,2013,Alderwood Manor,Washington,9337.0,7.41,33.25,1307.0,67222.0,295400.0,28.7,62.76,5.78,6.34,0.52,15.98,0.72,7.89,0.0,1085.0,12.0,9.0,0.79,1.12,0,0
5301185,2014,Alderwood Manor,Washington,9337.0,7.41,33.25,1307.0,67222.0,295400.0,28.7,62.76,5.78,6.34,0.52,15.98,0.72,7.89,0.0,1104.0,21.0,3.0,0.3,1.86,0,0
5301185,2015,Alderwood Manor,Washington,9337.0,7.41,33.25,1307.0,67222.0,295400.0,28.7,62.76,5.78,6.34,0.52,15.98,0.72,7.89,0.0,1127.0,8.0,6.0,0.57,0.72,0,0
